,index,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,YearRemodAdd,YearBuilt,OverallCond,1stFlrSF,OverallQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,LotArea,MSSubClass,2ndFlrSF,PavedDrive,HeatingQC,SaleCondition,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,CentralAir,Condition2,HouseStyle,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,BldgType,Electrical,LotFrontage,GarageYrBlt,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,BsmtFullBath,BsmtHalfBath,GarageCars,GarageArea,FireplaceQu,BsmtFinType2,BsmtExposure,GarageType,BsmtCond,BsmtQual,BsmtFinType1,GarageFinish,Utilities,GarageCond,MasVnrType,SaleType,Functional,KitchenQual,Exterior2nd,Exterior1st,GarageQual,MSZoning
396,397,0,894,1,0,2,1,6,0,1972,1972,5,894,5,215,0,0,0,0,0,0,9,2009,7200,20,0,Y,TA,Normal,Pave,Reg,Low,Inside,Gtl,CollgCr,Norm,Y,Norm,1Story,Hip,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,60.0,1985.0,0.0,777.0,0.0,117.0,894.0,0.0,0.0,2.0,600.0,Gd,Unf,Av,Detchd,TA,TA,Rec,RFn,AllPub,TA,None,WD,Typ,TA,MetalSd,MetalSd,TA,RL
397,398,0,1812,2,0,4,1,8,1,1962,1962,5,876,5,0,168,0,0,0,0,0,7,2007,7590,60,936,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,NAmes,PosN,Y,Norm,2Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,69.0,1962.0,288.0,540.0,0.0,324.0,864.0,0.0,0.0,1.0,264.0,TA,Unf,No,Attchd,TA,TA,ALQ,RFn,AllPub,TA,BrkFace,WD,Typ,TA,VinylSd,VinylSd,TA,RL
398,399,0,1077,1,0,2,1,6,0,1950,1920,2,1077,5,0,0,0,0,0,0,0,11,2007,8967,30,0,N,Gd,Abnorml,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Y,Norm,1Story,Gable,CompShg,TA,Fa,BrkTil,GasA,1Fam,Mix,60.0,1920.0,0.0,0.0,0.0,961.0,961.0,0.0,0.0,1.0,338.0,Gd,Unf,No,Detchd,Po,Fa,Unf,Unf,AllPub,Po,None,WD,Maj2,TA,MetalSd,MetalSd,Po,RM
399,400,0,1550,2,0,2,1,7,0,2007,2006,5,1112,7,0,168,0,0,0,0,0,10,2009,8125,60,438,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,65.0,2007.0,100.0,812.0,0.0,280.0,1092.0,1.0,0.0,2.0,438.0,Gd,Unf,No,Attchd,TA,Gd,GLQ,Fin,AllPub,TA,Stone,WD,Typ,Gd,CmentBd,CemntBd,TA,FV
400,401,0,1288,1,1,1,1,4,2,1996,1996,5,1288,8,120,30,0,0,224,0,0,12,2008,14963,120,0,Y,Ex,Normal,Pave,IR2,Lvl,Inside,Gtl,Veenker,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,TwnhsE,SBrkr,38.0,1996.0,0.0,786.0,0.0,474.0,1260.0,1.0,0.0,2.0,500.0,Gd,Unf,No,Attchd,TA,Gd,GLQ,Fin,AllPub,TA,None,WD,Typ,Ex,BrkFace,BrkFace,TA,RL
401,402,0,1310,2,0,3,1,6,1,2005,2005,5,1310,7,0,0,0,0,0,0,0,7,2006,8767,20,0,Y,Ex,Partial,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,65.0,2005.0,0.0,24.0,0.0,1286.0,1310.0,0.0,0.0,2.0,400.0,Gd,Unf,Av,Attchd,TA,Gd,GLQ,Fin,AllPub,TA,None,New,Typ,Gd,VinylSd,VinylSd,TA,RL
402,403,0,672,1,0,2,1,4,0,1997,1940,8,672,5,168,0,0,0,0,0,0,8,2008,10200,30,0,N,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,60.0,1940.0,0.0,0.0,0.0,672.0,672.0,0.0,0.0,1.0,240.0,Gd,Unf,No,Detchd,TA,TA,Unf,Unf,AllPub,TA,None,WD,Typ,TA,Wd Sdng,Wd Sdng,TA,RL
403,404,0,2263,2,1,4,1,10,1,1998,1998,5,1165,8,144,123,0,0,0,0,0,7,2006,12090,60,1098,Y,Gd,Abnorml,Pave,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Y,Norm,2Story,Hip,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,93.0,1998.0,650.0,0.0,0.0,1141.0,1141.0,0.0,0.0,2.0,420.0,TA,Unf,No,BuiltIn,TA,Gd,Unf,Fin,AllPub,TA,BrkFace,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
404,405,0,1572,2,1,3,1,7,1,1996,1995,5,806,6,0,40,0,0,0,0,0,5,2007,10364,60,766,Y,Gd,Normal,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,72.76271057128906,1995.0,0.0,0.0,0.0,806.0,806.0,0.0,0.0,2.0,373.0,TA,Unf,No,BuiltIn,TA,Gd,Unf,Fin,AllPub,TA,None,WD,Typ,TA,MetalSd,MetalSd,TA,RL
405,406,0,1620,2,0,3,1,8,1,1993,1976,4,1620,4,120,78,0,0,0,0,0,6,2009,9991,20,0,Y,Ex,Normal,Pave,IR1,Lvl,Corner,Gtl,Sawyer,Feedr,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,83.27996063232422,1993.0,0.0,1116.0,0.0,165.0,1281.0,1.0,0.0,2.0,490.0,TA,Unf,No,Attchd,TA,TA,BLQ,Unf,AllPub,TA,None,WD,Min1,TA,Plywood,Plywood,TA,RL
406,407,473,1639,1,0,3,1,6,0,1950,1936,5,1166,6,0,0,0,0,0,0,0,3,2008,10480,50,0,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Y,Norm,1.5Fin,Gable,CompShg,TA,TA,BrkTil,GasA,1Fam,FuseA,51.0,1936.0,0.0,0.0,0.0,1064.0,1064.0,0.0,0.0,1.0,240.0,Gd,Unf,No,Detchd,TA,TA,Unf,Unf,AllPub,TA,None,WD,Maj2,TA,MetalSd,MetalSd,TA,RL
407,408,0,1680,2,0,4,1,8,0,1976,1915,7,840,6,0,0,160,0,0,0,0,3,2008,15576,70,840,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,BrkTil,GasA,1Fam,SBrkr,63.0,1960.0,0.0,0.0,0.0,840.0,840.0,0.0,0.0,1.0,308.0,Gd,Unf,No,Attchd,TA,Gd,Unf,Unf,AllPub,TA,None,WD,Typ,TA,Plywood,Wd Sdng,TA,RL
408,409,0,2172,2,1,3,1,9,1,2006,2006,5,1071,7,192,62,0,0,0,0,0,8,2007,14154,60,1101,Y,Ex,Partial,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,109.0,2006.0,350.0,0.0,0.0,1063.0,1063.0,0.0,0.0,3.0,947.0,Gd,Unf,No,Attchd,Gd,Ex,Unf,RFn,AllPub,TA,BrkFace,New,Typ,Gd,VinylSd,VinylSd,TA,RL
409,410,0,2078,2,1,3,1,8,1,2008,2007,5,1050,8,0,102,0,0,0,0,0,4,2008,10800,60,1028,Y,Ex,Partial,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,85.0,2008.0,100.0,789.0,0.0,245.0,1034.0,1.0,0.0,3.0,836.0,Gd,Unf,No,Attchd,TA,Ex,GLQ,Fin,AllPub,TA,Stone,New,Typ,Ex,VinylSd,VinylSd,TA,FV
410,411,0,1276,1,0,3,1,5,0,1958,1958,3,1276,5,0,0,0,0,0,0,0,6,2009,9571,20,0,Y,TA,Abnorml,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Y,Norm,1Story,Gable,CompShg,TA,Fa,CBlock,GasA,1Fam,FuseA,68.0,1958.0,0.0,0.0,0.0,1276.0,1276.0,0.0,0.0,1.0,350.0,Gd,Unf,No,Attchd,Fa,TA,Unf,Unf,AllPub,TA,None,COD,Mod,TA,Brk Cmn,BrkComm,TA,RL
411,412,0,1056,1,0,3,1,5,0,1955,1955,5,1056,5,264,0,0,0,0,0,0,1,2006,34650,190,0,Y,TA,Normal,Pave,Reg,Bnk,Inside,Gtl,Gilbert,Norm,N,Norm,1Story,Hip,CompShg,TA,TA,CBlock,GasA,2fmCon,SBrkr,100.0,1955.0,0.0,1056.0,0.0,0.0,1056.0,1.0,0.0,2.0,572.0,Gd,Unf,Mn,Attchd,TA,TA,Rec,Fin,AllPub,TA,None,WD,Typ,TA,Wd Sdng,Wd Sdng,TA,RL
412,413,0,1478,2,1,2,1,7,1,2009,2009,5,1478,7,0,144,0,0,0,0,0,6,2010,4403,20,0,Y,Ex,Partial,Pave,IR2,Lvl,Inside,Gtl,Somerst,Norm,Y,Norm,1Story,Gable,CompShg,Ex,TA,PConc,GasA,1Fam,SBrkr,61.720123291015625,2009.0,432.0,578.0,0.0,892.0,1470.0,1.0,0.0,2.0,484.0,Gd,Unf,Av,Attchd,TA,Ex,GLQ,Fin,AllPub,TA,Stone,New,Typ,Gd,MetalSd,MetalSd,TA,FV
413,414,0,1028,1,0,2,1,5,1,1950,1927,6,1028,5,0,0,130,0,0,0,0,3,2010,8960,30,0,Y,Gd,Normal,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,FuseA,56.0,1927.0,0.0,0.0,0.0,1008.0,1008.0,0.0,0.0,2.0,360.0,Gd,Unf,No,Detchd,TA,TA,Unf,Unf,AllPub,TA,None,WD,Typ,TA,Wd Shng,WdShing,TA,RM
414,415,0,2097,2,1,3,1,9,1,1993,1993,5,1080,7,196,187,0,0,0,0,0,12,2008,11228,60,1017,Y,Ex,Normal,Pave,IR2,Lvl,CulDSac,Gtl,SawyerW,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,59.0,1993.0,0.0,50.0,531.0,499.0,1080.0,0.0,1.0,3.0,678.0,TA,GLQ,No,Attchd,TA,Gd,BLQ,Unf,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
415,416,0,1340,2,0,3,1,6,0,2007,2007,5,1340,7,100,30,0,0,0,0,0,8,2007,8899,20,0,Y,Ex,Partial,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,73.0,2007.0,0.0,24.0,0.0,1316.0,1340.0,0.0,0.0,2.0,396.0,Gd,Unf,Av,Attchd,TA,Gd,GLQ,Fin,AllPub,TA,None,New,Typ,Gd,VinylSd,VinylSd,TA,RL
416,417,0,1400,1,1,3,1,6,1,1978,1978,7,672,6,0,0,0,0,0,0,0,3,2006,7844,60,728,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Y,Norm,2Story,Hip,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,74.0,1978.0,203.0,209.0,0.0,463.0,672.0,0.0,0.0,2.0,440.0,TA,Unf,No,Attchd,TA,TA,ALQ,Fin,AllPub,TA,BrkFace,WD,Typ,TA,HdBoard,HdBoard,TA,RL
417,418,0,2624,2,1,4,1,10,1,1950,1918,6,1370,6,0,0,0,0,0,0,0,11,2007,22420,70,1254,N,TA,Normal,Pave,IR1,Lvl,Inside,Gtl,Crawfor,Feedr,N,Norm,2Story,Hip,CompShg,TA,TA,BrkTil,GasW,1Fam,FuseA,86.0,1918.0,0.0,1128.0,0.0,242.0,1370.0,1.0,0.0,3.0,864.0,Gd,Unf,No,Detchd,TA,Gd,BLQ,Unf,AllPub,TA,None,WD,Typ,TA,Stucco,Wd Sdng,TA,RL
418,419,0,1134,1,1,3,1,7,0,1950,1940,6,756,5,0,0,0,0,0,0,0,4,2007,8160,50,378,P,Fa,AdjLand,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,N,Norm,1.5Fin,Gable,CompShg,TA,TA,BrkTil,GasA,1Fam,FuseF,60.0,1940.0,0.0,312.0,0.0,444.0,756.0,1.0,0.0,1.0,240.0,Gd,Unf,No,Detchd,TA,TA,ALQ,Unf,AllPub,TA,None,WD,Typ,TA,MetalSd,MetalSd,TA,RL
419,420,0,1056,1,0,3,1,6,1,1968,1968,6,1056,5,0,85,184,0,0,0,0,7,2010,8450,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,65.0,1968.0,0.0,775.0,0.0,281.0,1056.0,1.0,0.0,1.0,304.0,Fa,Unf,No,Attchd,TA,TA,BLQ,Unf,AllPub,TA,None,WD,Typ,TA,VinylSd,VinylSd,TA,RL
420,421,0,1344,2,0,2,2,8,0,1998,1997,5,1344,7,0,0,0,0,0,0,0,11,2008,7060,90,0,Y,Ex,Alloca,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Y,Norm,SFoyer,Gable,CompShg,TA,Gd,PConc,GasA,Duplex,SBrkr,78.0,1997.0,200.0,1309.0,0.0,35.0,1344.0,2.0,0.0,4.0,784.0,Gd,Unf,Gd,Attchd,Gd,Gd,GLQ,Fin,AllPub,TA,BrkFace,WD,Typ,TA,VinylSd,VinylSd,TA,RM
421,422,0,1602,2,0,3,1,8,1,2000,1977,7,1602,6,240,0,0,0,0,0,0,6,2009,16635,20,0,Y,Gd,Normal,Pave,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,CBlock,GasA,1Fam,SBrkr,90.56717681884766,1977.0,126.0,1246.0,0.0,356.0,1602.0,0.0,1.0,2.0,529.0,TA,Unf,No,Attchd,TA,Gd,ALQ,Fin,AllPub,TA,Stone,WD,Typ,Gd,CmentBd,CemntBd,TA,RL
422,423,0,988,1,0,2,1,4,0,1954,1954,5,988,5,0,0,0,0,0,0,0,2,2008,21750,20,0,N,Ex,Normal,Pave,Reg,HLS,Inside,Mod,Mitchel,Artery,Y,Norm,1Story,Hip,CompShg,TA,TA,CBlock,GasA,1Fam,FuseA,100.0,1954.0,0.0,0.0,0.0,988.0,988.0,0.0,0.0,2.0,520.0,Gd,Unf,No,Attchd,TA,TA,Unf,RFn,AllPub,TA,None,WD,Typ,TA,HdBoard,HdBoard,TA,RL
423,424,0,2630,2,1,4,1,8,1,1998,1998,5,1470,8,0,66,0,0,0,0,0,6,2008,9200,60,1160,Y,Gd,Normal,Pave,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,80.0,1998.0,473.0,986.0,0.0,484.0,1470.0,1.0,0.0,3.0,696.0,TA,Unf,No,Attchd,TA,Gd,GLQ,Fin,AllPub,TA,BrkFace,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
424,425,0,1196,1,0,2,1,6,1,1956,1956,5,1196,6,0,44,0,0,0,0,0,5,2008,9000,20,0,Y,Gd,Normal,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,FuseA,72.0,1956.0,74.0,616.0,0.0,580.0,1196.0,1.0,0.0,1.0,297.0,Gd,Unf,No,Attchd,TA,Gd,LwQ,RFn,AllPub,TA,BrkFace,WD,Typ,TA,Wd Sdng,Wd Sdng,TA,RL
425,426,0,1389,1,1,3,1,6,2,1992,1946,8,707,7,0,0,126,0,0,0,0,9,2009,3378,60,682,P,Gd,Normal,Pave,Reg,HLS,Inside,Gtl,OldTown,Norm,Y,Norm,2Story,Gable,CompShg,TA,Gd,CBlock,GasA,1Fam,SBrkr,60.0,1947.0,0.0,0.0,0.0,651.0,651.0,0.0,0.0,1.0,240.0,Gd,Unf,No,Detchd,TA,TA,Unf,Unf,AllPub,TA,None,WD,Typ,TA,HdBoard,HdBoard,TA,RM
426,427,0,1644,2,0,2,1,5,1,1989,1989,5,1644,7,80,0,0,0,396,0,0,8,2009,12800,80,0,Y,Gd,Normal,Pave,Reg,Low,Inside,Mod,SawyerW,Norm,Y,Norm,SLvl,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,77.78535461425781,1989.0,145.0,1518.0,0.0,0.0,1518.0,1.0,1.0,2.0,569.0,TA,Unf,Gd,Attchd,TA,Gd,GLQ,Fin,AllPub,TA,BrkFace,WD,Typ,Gd,Wd Sdng,Wd Sdng,TA,RL
427,428,0,907,1,0,3,1,5,0,1957,1957,6,907,4,0,0,0,0,0,0,0,7,2008,8593,20,0,Y,Ex,Normal,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Y,Norm,1Story,Hip,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,77.0,1964.0,0.0,288.0,0.0,619.0,907.0,0.0,0.0,1.0,352.0,Gd,Unf,No,Detchd,TA,TA,Rec,Unf,AllPub,TA,None,WD,Typ,TA,MetalSd,MetalSd,TA,RL
428,429,0,1208,2,0,2,1,6,0,2007,2007,5,1208,7,105,54,0,0,0,0,0,9,2007,6762,20,0,Y,Ex,Partial,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,64.0,2007.0,108.0,664.0,0.0,544.0,1208.0,1.0,0.0,2.0,628.0,Gd,Unf,No,Attchd,TA,Gd,GLQ,RFn,AllPub,TA,BrkFace,New,Typ,Gd,VinylSd,VinylSd,TA,RL
429,430,0,1412,2,0,3,1,6,1,1988,1988,5,1412,6,0,0,169,0,0,0,0,3,2009,11457,20,0,Y,TA,Normal,Pave,IR1,Lvl,Corner,Gtl,Timber,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,130.0,1988.0,0.0,1005.0,0.0,387.0,1392.0,1.0,0.0,2.0,576.0,TA,Unf,Mn,Attchd,TA,Gd,GLQ,Unf,AllPub,TA,None,WD,Typ,Gd,HdBoard,HdBoard,TA,RL
430,431,0,987,1,1,2,1,4,0,1971,1971,5,483,6,0,0,0,0,0,0,0,7,2008,1680,160,504,Y,TA,Abnorml,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,CBlock,GasA,Twnhs,SBrkr,21.0,1971.0,232.0,387.0,0.0,96.0,483.0,0.0,0.0,1.0,264.0,Gd,Unf,No,Detchd,TA,TA,ALQ,Unf,AllPub,TA,BrkFace,COD,Typ,TA,HdBoard,HdBoard,TA,RM
431,432,0,1198,1,0,4,1,7,0,1998,1920,7,1088,6,0,98,0,0,0,0,0,9,2008,5586,50,110,N,Gd,Abnorml,Pave,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Y,Norm,1.5Fin,Gable,CompShg,TA,TA,BrkTil,GasA,1Fam,SBrkr,60.0,1930.4371337890625,0.0,0.0,0.0,901.0,901.0,0.0,0.0,0.0,0.0,Gd,Unf,No,Detchd,TA,TA,Unf,Unf,AllPub,TA,None,ConLD,Typ,TA,MetalSd,MetalSd,TA,RM
432,433,0,1365,1,1,2,1,6,0,1971,1971,5,765,5,240,36,0,0,0,0,0,8,2007,1920,160,600,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,CBlock,GasA,TwnhsE,SBrkr,24.0,1971.0,376.0,471.0,0.0,294.0,765.0,1.0,0.0,2.0,440.0,Gd,Unf,No,Detchd,TA,TA,ALQ,Unf,AllPub,TA,BrkFace,WD,Min1,TA,HdBoard,HdBoard,TA,RM
433,434,0,1604,2,1,3,1,7,1,1998,1997,5,926,6,0,36,0,0,0,0,0,7,2008,10839,60,678,Y,Ex,Normal,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,100.0,1997.0,0.0,0.0,0.0,926.0,926.0,0.0,0.0,2.0,470.0,TA,Unf,No,Attchd,TA,Gd,Unf,Fin,AllPub,TA,None,WD,Typ,TA,VinylSd,VinylSd,TA,RL
434,435,0,630,1,0,1,1,3,0,1972,1972,7,630,4,88,0,0,0,0,0,0,6,2008,1890,180,0,Y,Gd,Normal,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Y,Norm,SFoyer,Gable,CompShg,TA,Gd,CBlock,GasA,Twnhs,SBrkr,21.0,1959.9722900390625,0.0,495.0,0.0,135.0,630.0,1.0,0.0,0.0,0.0,Gd,Unf,Av,Detchd,TA,Gd,ALQ,Unf,AllPub,TA,None,WD,Typ,TA,CmentBd,CemntBd,TA,RM
435,436,0,1661,2,1,3,1,6,1,1996,1996,6,827,7,158,61,0,0,0,0,0,4,2009,10667,60,834,Y,Ex,Normal,Pave,IR2,Lvl,CulDSac,Gtl,CollgCr,PosN,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,43.0,1996.0,0.0,385.0,344.0,70.0,799.0,1.0,0.0,2.0,550.0,TA,ALQ,Av,Attchd,TA,Gd,GLQ,RFn,AllPub,TA,None,ConLw,Typ,Gd,VinylSd,VinylSd,TA,RL
436,437,0,1118,1,0,2,1,6,0,1950,1920,8,734,6,0,0,0,0,0,0,0,10,2006,4400,50,384,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Y,Norm,1.5Fin,Gable,CompShg,TA,TA,BrkTil,GasA,1Fam,FuseA,40.0,1990.0,0.0,0.0,0.0,648.0,648.0,0.0,0.0,2.0,440.0,Gd,Unf,No,Detchd,TA,Fa,Unf,Unf,AllPub,TA,None,WD,Typ,TA,Stucco,Stucco,TA,RM
437,438,0,904,1,0,2,1,4,0,2004,1926,7,904,6,0,0,105,0,0,0,0,1,2009,6000,45,0,Y,Gd,Normal,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Y,Norm,1.5Unf,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,50.0,1926.0,0.0,0.0,0.0,884.0,884.0,0.0,0.0,1.0,180.0,Gd,Unf,No,Detchd,TA,TA,Unf,Unf,AllPub,TA,None,WD,Typ,TA,Wd Sdng,Wd Sdng,TA,RM
438,439,0,694,1,0,2,1,4,1,2002,1913,6,694,5,0,0,34,0,0,0,0,3,2007,4280,30,0,P,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,N,Norm,1Story,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,40.0,1990.0,0.0,365.0,0.0,75.0,440.0,0.0,0.0,1.0,352.0,Gd,Unf,No,Detchd,TA,TA,LwQ,Unf,AllPub,TA,None,WD,Typ,Gd,Stucco,WdShing,Gd,RL
439,440,0,1196,1,0,3,1,7,0,2000,1920,8,684,6,0,46,0,0,0,0,800,8,2009,12354,50,512,Y,Gd,Normal,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Y,Norm,1.5Fin,Gable,CompShg,TA,TA,BrkTil,GasA,1Fam,SBrkr,67.0,2005.0,0.0,0.0,0.0,684.0,684.0,0.0,0.0,2.0,528.0,Gd,Unf,Mn,Detchd,Fa,TA,Unf,Unf,AllPub,TA,None,ConLI,Typ,Gd,Wd Sdng,Wd Sdng,TA,RL
440,441,0,2402,2,0,2,1,10,2,2008,2008,5,2402,10,0,72,0,0,170,0,0,4,2009,15431,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Y,Norm,1Story,Hip,CompShg,Ex,TA,PConc,GasA,1Fam,SBrkr,105.0,2008.0,200.0,1767.0,539.0,788.0,3094.0,1.0,0.0,3.0,672.0,Gd,ALQ,Gd,Attchd,TA,Ex,GLQ,Fin,AllPub,TA,Stone,WD,Typ,Ex,VinylSd,VinylSd,TA,RL
441,442,0,1440,2,0,4,2,8,0,1955,1955,4,1440,4,0,0,0,0,0,0,0,9,2008,12108,90,0,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,N,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Duplex,FuseF,92.0,1942.69140625,270.0,133.0,0.0,1307.0,1440.0,0.0,0.0,0.0,0.0,Gd,Unf,No,Detchd,TA,TA,ALQ,Unf,AllPub,TA,BrkFace,WD,Typ,Fa,VinylSd,VinylSd,TA,RL
442,443,0,1573,2,0,3,1,8,1,1992,1930,7,1128,5,0,0,0,0,0,0,0,6,2008,6240,50,445,P,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Y,Norm,1.5Fin,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,52.0,1930.0,0.0,0.0,0.0,1078.0,1078.0,0.0,0.0,2.0,360.0,Gd,Unf,No,Detchd,TA,TA,Unf,Unf,AllPub,TA,None,WD,Typ,TA,MetalSd,MetalSd,TA,RM
443,444,0,1258,2,0,2,1,6,1,2007,2006,5,1258,7,144,16,0,0,0,0,0,6,2007,3922,120,0,Y,Ex,Partial,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,TwnhsE,SBrkr,53.0,2007.0,72.0,0.0,0.0,1258.0,1258.0,0.0,0.0,3.0,648.0,Gd,Unf,Av,Attchd,TA,Ex,Unf,Fin,AllPub,TA,BrkFace,New,Typ,Gd,Wd Shng,WdShing,TA,RL
444,445,0,1908,2,1,4,1,8,1,1995,1994,5,933,7,144,133,0,0,0,0,0,7,2008,8750,60,975,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Y,Norm,2Story,Gable,CompShg,Gd,Gd,PConc,GasA,1Fam,SBrkr,70.0,1994.0,0.0,642.0,0.0,273.0,915.0,1.0,0.0,2.0,493.0,TA,Unf,No,Attchd,TA,Gd,GLQ,Unf,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
445,446,0,1689,1,0,3,1,7,1,1956,1956,5,1689,6,0,0,0,0,0,0,0,11,2009,9855,20,0,Y,Fa,Normal,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Y,Norm,1Story,Hip,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,73.0,1956.0,0.0,0.0,0.0,1436.0,1436.0,0.0,0.0,2.0,480.0,Gd,Unf,No,Attchd,TA,TA,Unf,Unf,AllPub,TA,None,COD,Typ,TA,Wd Sdng,Wd Sdng,TA,RL
