,index,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,YearRemodAdd,YearBuilt,OverallCond,1stFlrSF,OverallQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,LotArea,MSSubClass,2ndFlrSF,PavedDrive,HeatingQC,SaleCondition,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,CentralAir,Condition2,HouseStyle,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,BldgType,Electrical,LotFrontage,GarageYrBlt,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,BsmtFullBath,BsmtHalfBath,GarageCars,GarageArea,FireplaceQu,BsmtFinType2,BsmtExposure,GarageType,BsmtCond,BsmtQual,BsmtFinType1,GarageFinish,Utilities,GarageCond,MasVnrType,SaleType,Functional,KitchenQual,Exterior2nd,Exterior1st,GarageQual,MSZoning
1614,1615,0,1092,1,1,3,1,5,0,1970,1970,7,546,4,200,26,0,0,0,0,0,3,2010,1476,160,546,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,CBlock,GasA,Twnhs,SBrkr,21.0,1973.010009765625,0.0,176.0,0.0,370.0,546.0,0.0,0.0,0.0,0.0,Gd,Unf,No,Detchd,TA,TA,GLQ,Unf,AllPub,TA,None,WD,Typ,TA,CmentBd,CemntBd,TA,RM
1615,1616,0,1092,1,1,3,1,5,0,1970,1970,4,546,4,0,0,0,0,0,0,0,6,2010,1900,160,546,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,CBlock,GasA,TwnhsE,SBrkr,21.0,1973.3702392578125,0.0,0.0,0.0,546.0,546.0,0.0,0.0,0.0,0.0,Gd,Unf,No,Detchd,TA,TA,Unf,Unf,AllPub,TA,None,WD,Typ,TA,CmentBd,CemntBd,TA,RM
1616,1617,0,1092,1,1,3,1,5,0,1972,1972,6,546,4,0,0,64,0,0,0,0,6,2010,1890,160,546,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,CBlock,GasA,TwnhsE,SBrkr,21.0,1972.0,0.0,294.0,0.0,252.0,546.0,0.0,0.0,1.0,286.0,Gd,Unf,No,Attchd,TA,TA,Rec,Unf,AllPub,TA,None,WD,Typ,TA,CmentBd,CemntBd,TA,RM
1617,1618,0,874,1,0,3,1,5,0,2004,1971,7,874,5,0,0,0,0,0,0,0,6,2010,6953,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Y,Norm,1Story,Gable,CompShg,TA,Gd,CBlock,GasA,1Fam,SBrkr,50.0,1971.0,0.0,469.0,0.0,395.0,864.0,0.0,0.0,1.0,352.0,Gd,Unf,No,Detchd,TA,TA,ALQ,Unf,AllPub,TA,None,ConLD,Typ,TA,VinylSd,VinylSd,TA,RL
1618,1619,0,833,1,0,2,1,5,0,1984,1984,7,833,5,431,0,0,0,0,0,0,4,2010,12887,20,0,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,76.0,1984.0,0.0,207.0,590.0,36.0,833.0,1.0,0.0,2.0,495.0,Gd,GLQ,Mn,Attchd,TA,Gd,Rec,Unf,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
1619,1620,0,2432,4,2,4,2,10,0,1986,1985,2,1216,5,200,0,0,0,0,0,600,2,2010,7700,90,1216,Y,Gd,Normal,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Y,Norm,2Story,Gable,CompShg,TA,Po,PConc,GasA,Duplex,SBrkr,70.0,1985.0,0.0,0.0,0.0,1216.0,1216.0,0.0,0.0,2.0,616.0,Gd,Unf,No,Attchd,TA,TA,Unf,Unf,AllPub,Fa,None,WD,Typ,TA,HdBoard,HdBoard,TA,RL
1620,1621,0,1274,1,1,3,1,6,0,1991,1991,5,624,5,22,0,0,0,0,0,0,3,2010,10475,60,650,Y,Gd,Normal,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,63.0,1993.0,0.0,458.0,0.0,166.0,624.0,0.0,0.0,2.0,576.0,Gd,Unf,No,Detchd,TA,Gd,Rec,Unf,AllPub,TA,None,WD,Typ,TA,HdBoard,HdBoard,TA,RL
1621,1622,0,1479,2,0,5,1,8,0,1969,1969,5,864,5,287,0,280,0,0,0,0,4,2010,10544,50,615,Y,TA,Normal,Pave,IR1,Lvl,Inside,Mod,Mitchel,Norm,Y,Norm,1.5Fin,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,68.0,1969.0,0.0,476.0,0.0,388.0,864.0,0.0,0.0,1.0,275.0,Gd,Unf,Av,Attchd,TA,TA,BLQ,Fin,AllPub,TA,None,WD,Typ,TA,HdBoard,HdBoard,TA,RL
1622,1623,0,1803,2,1,3,1,6,2,1995,1994,5,1803,8,129,64,222,0,0,0,0,2,2010,9892,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Mod,Mitchel,Norm,Y,Norm,1Story,Hip,CompShg,Gd,Gd,PConc,GasA,1Fam,SBrkr,76.0,1994.0,0.0,1341.0,284.0,54.0,1679.0,1.0,1.0,2.0,482.0,TA,LwQ,Gd,Attchd,Gd,Gd,GLQ,Unf,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
1623,1624,0,1797,2,1,3,1,7,1,1994,1993,5,1152,6,162,312,0,0,0,0,0,3,2010,12961,60,645,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Y,Norm,2Story,Gable,CompShg,Gd,Gd,PConc,GasA,1Fam,SBrkr,74.0,1993.0,0.0,944.0,0.0,208.0,1152.0,1.0,0.0,2.0,616.0,Fa,Unf,Mn,Attchd,TA,Gd,GLQ,Fin,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
1624,1625,0,882,1,0,2,1,5,0,1956,1956,5,882,6,0,0,0,0,0,0,0,10,2009,13008,20,0,Y,TA,Normal,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,74.0,1956.0,0.0,564.0,0.0,318.0,882.0,0.0,0.0,1.0,502.0,Gd,Unf,No,Attchd,Fa,Fa,Rec,Unf,AllPub,TA,None,WD,Typ,TA,MetalSd,MetalSd,TA,RL
1625,1626,0,1434,2,0,4,1,7,1,1974,1974,5,1434,6,80,21,0,0,0,0,0,6,2009,10200,20,0,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Y,Norm,1Story,Hip,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,85.0,1974.0,440.0,844.0,0.0,590.0,1434.0,1.0,0.0,2.0,528.0,Gd,Unf,No,Attchd,TA,TA,LwQ,RFn,AllPub,TA,BrkFace,WD,Typ,TA,Plywood,Plywood,TA,RL
1626,1627,0,1608,2,1,3,1,7,1,1997,1997,5,945,6,252,30,0,0,0,0,0,7,2009,10179,60,663,Y,Ex,Normal,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,88.0,1997.0,0.0,847.0,0.0,98.0,945.0,0.0,0.0,2.0,470.0,TA,Unf,No,Attchd,TA,Gd,ALQ,Fin,AllPub,TA,None,WD,Typ,TA,VinylSd,VinylSd,TA,RL
1627,1628,0,2283,2,1,4,1,9,1,2003,2003,5,1008,8,120,46,0,0,0,0,0,8,2009,11792,60,1275,Y,Ex,Normal,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,80.41372680664062,2003.0,188.0,850.0,0.0,158.0,1008.0,0.0,0.0,3.0,632.0,Gd,Unf,Gd,BuiltIn,TA,Gd,GLQ,Fin,AllPub,TA,BrkFace,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
1628,1629,0,1628,2,1,3,1,7,1,1997,1996,5,958,7,48,72,0,0,0,0,490,6,2009,8400,80,670,Y,Gd,Normal,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Y,Norm,SLvl,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,60.0,1996.0,32.0,284.0,0.0,100.0,384.0,0.0,0.0,2.0,390.0,TA,Unf,No,BuiltIn,TA,Gd,GLQ,Fin,AllPub,TA,BrkFace,WD,Typ,TA,HdBoard,HdBoard,TA,RL
1629,1630,0,2522,2,0,1,1,8,1,2005,2004,5,2522,8,182,57,0,0,0,0,0,11,2009,7296,120,0,Y,Ex,Normal,Pave,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,TwnhsE,SBrkr,28.0,2004.0,0.0,1965.0,0.0,243.0,2208.0,1.0,0.0,2.0,564.0,Gd,Unf,Av,Attchd,TA,Ex,GLQ,Fin,AllPub,TA,None,WD,Typ,Gd,CmentBd,CemntBd,TA,RL
1630,1631,0,1478,2,0,2,1,5,0,1998,1998,5,1478,8,168,43,0,0,0,0,0,7,2009,7380,120,0,Y,Ex,Normal,Pave,IR1,Lvl,Corner,Gtl,StoneBr,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,61.0,1998.0,0.0,341.0,0.0,1077.0,1418.0,1.0,0.0,2.0,495.0,Gd,Unf,Av,Attchd,TA,Gd,GLQ,Fin,AllPub,TA,None,WD,Typ,TA,CmentBd,CemntBd,TA,RL
1631,1632,0,1734,2,0,2,1,6,0,1996,1995,5,1734,8,52,50,0,0,0,0,0,9,2009,8013,120,0,Y,Ex,Normal,Pave,IR1,Lvl,Corner,Gtl,StoneBr,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,TwnhsE,SBrkr,57.0,1995.0,0.0,741.0,0.0,846.0,1587.0,1.0,0.0,2.0,528.0,Gd,Unf,No,Attchd,TA,Gd,GLQ,RFn,AllPub,TA,None,WD,Typ,Gd,CmentBd,CemntBd,TA,RL
1632,1633,0,1382,2,1,3,1,7,1,1998,1998,5,751,7,256,0,0,0,0,0,0,2,2009,8923,80,631,Y,Gd,Normal,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Y,Norm,SLvl,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,57.0,1998.0,0.0,189.0,0.0,195.0,384.0,0.0,0.0,2.0,396.0,TA,Unf,No,BuiltIn,TA,Gd,GLQ,Fin,AllPub,TA,None,WD,Typ,TA,VinylSd,VinylSd,TA,RL
1633,1634,0,1636,2,1,3,1,7,1,1999,1998,5,952,6,0,84,0,0,0,0,0,10,2009,7500,60,684,Y,Gd,Normal,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,60.0,1998.0,0.0,476.0,0.0,476.0,952.0,1.0,0.0,2.0,440.0,TA,Unf,No,Attchd,TA,Gd,GLQ,Fin,AllPub,TA,None,WD,Typ,TA,VinylSd,VinylSd,TA,RL
1634,1635,0,1516,2,1,3,1,7,1,1995,1994,5,707,6,0,46,0,0,0,0,0,7,2009,8803,60,809,Y,Gd,Normal,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,66.41508483886719,1994.0,0.0,600.0,0.0,107.0,707.0,1.0,0.0,2.0,409.0,TA,Unf,No,Attchd,TA,Gd,GLQ,Fin,AllPub,TA,None,WD,Typ,Gd,HdBoard,HdBoard,TA,RL
1635,1636,0,1190,2,0,3,1,6,1,1993,1993,5,1190,6,0,21,0,0,0,0,0,11,2009,7250,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,58.0,1993.0,45.0,0.0,0.0,1181.0,1181.0,0.0,0.0,2.0,430.0,TA,Unf,No,Attchd,TA,Gd,Unf,Unf,AllPub,TA,BrkFace,WD,Typ,Gd,HdBoard,HdBoard,TA,RL
1636,1637,0,1934,2,1,3,1,6,1,1977,1977,6,946,5,0,176,0,0,200,0,0,7,2009,11900,60,988,P,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,85.0,1977.0,157.0,400.0,0.0,722.0,1122.0,1.0,0.0,2.0,567.0,TA,Unf,No,Attchd,TA,Gd,ALQ,Unf,AllPub,TA,BrkFace,WD,Typ,TA,Wd Sdng,HdBoard,TA,RL
1637,1638,0,2050,2,1,4,1,8,1,1978,1978,6,1154,7,192,192,0,0,0,0,0,5,2009,13250,60,896,Y,TA,Abnorml,Pave,IR1,Lvl,Inside,Gtl,NWAmes,RRNn,Y,Norm,2Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,87.80449676513672,1978.0,256.0,0.0,0.0,832.0,832.0,0.0,0.0,2.0,529.0,TA,Unf,No,Attchd,TA,Gd,Unf,RFn,AllPub,TA,BrkFace,WD,Typ,Gd,HdBoard,HdBoard,TA,RL
1638,1639,0,1671,2,0,3,1,7,1,1986,1978,6,1671,6,252,55,0,0,0,0,0,8,2009,10928,20,0,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,80.0,1978.0,101.0,363.0,0.0,1064.0,1427.0,0.0,0.0,2.0,484.0,TA,Unf,No,Attchd,TA,TA,LwQ,RFn,AllPub,TA,BrkFace,WD,Typ,TA,VinylSd,VinylSd,TA,RL
1639,1640,0,2673,2,1,4,1,9,1,1991,1980,7,1539,7,178,84,0,0,0,0,0,8,2009,12388,60,1134,Y,TA,Normal,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,87.32698059082031,1980.0,229.0,602.0,0.0,441.0,1043.0,0.0,0.0,2.0,441.0,TA,Unf,No,BuiltIn,TA,Gd,ALQ,RFn,AllPub,TA,BrkFace,WD,Typ,Gd,Plywood,Plywood,TA,RL
1640,1641,0,1707,2,0,3,1,7,1,1998,1978,5,1707,6,0,0,0,0,0,0,0,5,2009,11088,20,0,Y,Gd,Normal,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,80.0,1978.0,144.0,832.0,0.0,308.0,1140.0,0.0,0.0,2.0,479.0,TA,Unf,No,Attchd,TA,TA,ALQ,Fin,AllPub,TA,BrkFace,WD,Typ,TA,HdBoard,HdBoard,TA,RL
1641,1642,0,1884,2,1,3,1,7,1,2003,2003,5,1016,7,0,35,0,0,0,0,0,6,2009,7000,60,868,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,70.0,2003.0,0.0,622.0,0.0,304.0,926.0,1.0,0.0,2.0,581.0,Ex,Unf,Mn,Attchd,TA,Gd,GLQ,RFn,AllPub,TA,None,WD,Typ,Ex,CmentBd,CemntBd,TA,FV
1642,1643,0,1874,2,1,3,1,7,1,2001,2000,5,1058,8,0,134,0,0,0,0,0,3,2009,7500,60,816,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Somerst,RRNn,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,68.14627838134766,2000.0,0.0,0.0,0.0,1058.0,1058.0,0.0,0.0,2.0,588.0,TA,Unf,No,Attchd,TA,Gd,Unf,Fin,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,FV
1643,1644,0,1811,2,1,3,1,7,1,2002,2002,5,972,8,225,48,0,0,0,0,0,10,2009,8470,60,839,Y,Ex,Normal,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,79.09803009033203,2002.0,0.0,225.0,276.0,471.0,972.0,0.0,0.0,2.0,565.0,Gd,ALQ,No,Attchd,TA,Gd,GLQ,RFn,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,FV
1644,1645,0,1621,2,0,3,1,7,2,1975,1975,7,1621,5,0,0,0,0,490,0,0,6,2009,9373,20,0,Y,TA,Normal,Pave,IR1,Lvl,CulDSac,Gtl,NWAmes,PosN,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,59.25871276855469,1975.0,161.0,1333.0,168.0,120.0,1621.0,1.0,0.0,2.0,478.0,Fa,LwQ,Av,Attchd,TA,Gd,ALQ,RFn,AllPub,TA,BrkFace,WD,Typ,TA,HdBoard,HdBoard,TA,RL
1645,1646,0,1116,2,0,3,1,6,1,1974,1974,6,1116,6,0,0,0,0,0,0,0,4,2009,10140,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Y,Norm,1Story,Hip,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,78.0,1974.0,196.0,888.0,0.0,228.0,1116.0,1.0,0.0,2.0,528.0,TA,Unf,No,Attchd,TA,TA,ALQ,RFn,AllPub,TA,BrkFace,WD,Typ,TA,Plywood,Plywood,TA,RL
1646,1647,0,1193,2,0,3,1,5,1,1975,1975,5,1193,7,40,0,0,0,0,0,0,8,2009,11050,20,0,Y,Fa,Normal,Pave,IR1,Lvl,Corner,Gtl,NWAmes,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,85.0,1975.0,0.0,636.0,0.0,540.0,1176.0,0.0,0.0,2.0,506.0,TA,Unf,No,Attchd,TA,TA,ALQ,Unf,AllPub,TA,None,WD,Typ,TA,Plywood,Plywood,TA,RL
1647,1648,0,1180,1,1,2,1,6,0,1970,1970,5,1180,5,0,45,0,0,0,0,0,3,2009,7830,20,0,Y,TA,Normal,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,70.6011962890625,1970.0,0.0,0.0,0.0,1180.0,1180.0,0.0,0.0,2.0,477.0,Gd,Unf,No,Attchd,TA,TA,Unf,RFn,AllPub,TA,None,COD,Typ,TA,HdBoard,HdBoard,TA,RL
1648,1649,0,1050,1,1,3,1,6,0,1971,1971,7,1050,5,0,0,0,0,0,0,0,7,2009,8510,20,0,Y,Ex,Normal,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,70.90802001953125,1971.0,178.0,500.0,0.0,543.0,1043.0,1.0,0.0,1.0,336.0,Gd,Unf,No,Attchd,TA,Gd,ALQ,Unf,AllPub,TA,BrkFace,WD,Typ,TA,Plywood,Plywood,TA,RL
1649,1650,0,864,1,0,3,1,5,0,1970,1970,6,864,4,210,0,0,0,0,0,0,9,2009,7038,20,0,Y,TA,Abnorml,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,60.0,2001.0,0.0,726.0,0.0,138.0,864.0,1.0,0.0,2.0,576.0,Gd,Unf,No,Detchd,TA,TA,ALQ,Unf,AllPub,TA,None,WD,Typ,TA,VinylSd,VinylSd,TA,RL
1650,1651,0,864,1,0,3,1,5,0,2006,1971,7,864,4,200,0,0,0,0,0,0,7,2009,9000,20,0,Y,Gd,Normal,Pave,Reg,Lvl,FR2,Gtl,NAmes,Norm,Y,Norm,1Story,Gable,CompShg,TA,Gd,CBlock,GasA,1Fam,SBrkr,60.0,1986.0,0.0,240.0,0.0,624.0,864.0,0.0,0.0,2.0,576.0,Gd,Unf,No,Detchd,TA,TA,ALQ,Unf,AllPub,TA,None,WD,Typ,TA,VinylSd,VinylSd,TA,RL
1651,1652,0,987,1,1,2,1,5,0,1973,1973,5,483,6,0,0,0,0,0,0,0,7,2009,1680,160,504,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,CBlock,GasA,Twnhs,SBrkr,21.0,1973.0,504.0,254.0,0.0,229.0,483.0,1.0,0.0,1.0,264.0,Gd,Unf,No,Detchd,TA,TA,BLQ,Unf,AllPub,TA,BrkFace,WD,Typ,TA,HdBoard,HdBoard,TA,RM
1652,1653,0,987,1,1,2,1,5,0,1972,1972,6,483,6,0,0,0,0,0,0,0,7,2009,1680,160,504,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,CBlock,GasA,Twnhs,SBrkr,21.0,1972.0,425.0,110.0,294.0,79.0,483.0,1.0,0.0,1.0,288.0,Gd,LwQ,No,Detchd,TA,TA,Rec,Unf,AllPub,TA,BrkFace,WD,Typ,TA,HdBoard,HdBoard,TA,RM
1653,1654,0,1548,2,1,3,1,7,1,1976,1976,5,804,6,108,0,0,0,0,0,0,9,2009,2308,160,744,Y,TA,Normal,Pave,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,CBlock,GasA,TwnhsE,SBrkr,24.0,1976.0,0.0,306.0,0.0,498.0,804.0,0.0,0.0,2.0,440.0,TA,Unf,No,Detchd,TA,Gd,ALQ,RFn,AllPub,TA,None,WD,Typ,TA,Brk Cmn,Plywood,TA,RL
1654,1655,0,1055,2,0,2,1,4,1,1975,1975,5,1055,7,0,27,0,0,0,0,0,8,2009,2280,120,0,Y,TA,Normal,Pave,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Twnhs,SBrkr,24.0,1975.0,0.0,435.0,622.0,0.0,1057.0,0.0,1.0,2.0,440.0,Fa,LwQ,No,Attchd,TA,Gd,ALQ,RFn,AllPub,TA,None,WD,Typ,TA,Brk Cmn,Plywood,TA,RL
1655,1656,0,1456,2,1,3,1,6,1,1977,1977,5,855,6,0,28,0,0,0,0,0,5,2009,2349,160,601,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,CBlock,GasA,Twnhs,SBrkr,24.0,1977.0,0.0,389.0,0.0,466.0,855.0,0.0,0.0,2.0,440.0,TA,Unf,No,Attchd,TA,Gd,ALQ,Unf,AllPub,TA,None,WD,Typ,TA,Brk Cmn,Plywood,TA,RL
1656,1657,0,1548,2,1,3,1,7,1,1978,1978,5,804,6,108,0,0,0,0,0,0,7,2009,2364,160,744,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Y,Norm,2Story,Gable,CompShg,TA,TA,CBlock,GasA,TwnhsE,SBrkr,24.0,1978.0,0.0,320.0,0.0,484.0,804.0,0.0,1.0,2.0,440.0,TA,Unf,No,Detchd,TA,Gd,ALQ,Unf,AllPub,TA,None,WD,Typ,TA,Brk Cmn,Plywood,TA,RL
1657,1658,0,1456,2,1,3,1,6,1,1978,1978,5,855,6,147,0,0,0,0,0,0,4,2009,2364,160,601,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,CBlock,GasA,TwnhsE,SBrkr,24.0,1978.0,0.0,279.0,0.0,576.0,855.0,0.0,0.0,2.0,440.0,TA,Unf,No,Attchd,TA,Gd,ALQ,Fin,AllPub,TA,None,WD,Typ,TA,Brk Cmn,Plywood,TA,RL
1658,1659,0,836,1,0,2,1,5,0,1976,1976,6,836,7,150,20,0,0,0,0,0,10,2009,2104,120,0,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,TwnhsE,SBrkr,24.0,1976.0,0.0,536.0,0.0,300.0,836.0,0.0,1.0,1.0,345.0,Gd,Unf,No,Attchd,TA,TA,ALQ,Unf,AllPub,TA,None,WD,Typ,TA,Brk Cmn,Plywood,TA,RL
1659,1660,0,1120,1,0,3,1,5,1,2004,1966,7,1120,5,0,162,0,0,0,0,1200,7,2009,10710,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Y,Norm,1Story,Hip,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,74.9436264038086,1966.0,165.0,644.0,0.0,220.0,864.0,0.0,1.0,2.0,656.0,TA,Unf,No,Attchd,TA,TA,BLQ,RFn,AllPub,TA,BrkFace,WD,Typ,TA,HdBoard,HdBoard,TA,RL
1660,1661,0,2772,3,1,4,1,10,3,2007,2007,5,1794,9,135,64,0,0,0,0,0,6,2009,14257,60,978,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,NridgHt,PosN,Y,Norm,2Story,Hip,CompShg,Ex,TA,PConc,GasA,1Fam,SBrkr,110.0,2007.0,726.0,1360.0,0.0,416.0,1776.0,1.0,0.0,3.0,754.0,Gd,Unf,No,BuiltIn,TA,Ex,GLQ,Fin,AllPub,TA,Stone,WD,Typ,Ex,VinylSd,VinylSd,TA,RL
1661,1662,0,2690,2,1,3,1,8,1,2009,2009,5,1365,9,0,197,0,0,0,0,0,7,2009,12350,60,1325,Y,Ex,Partial,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,95.0,2009.0,0.0,986.0,0.0,379.0,1365.0,1.0,0.0,3.0,864.0,Gd,Unf,No,Attchd,TA,Ex,GLQ,RFn,AllPub,TA,None,New,Typ,Ex,VinylSd,VinylSd,TA,RL
1662,1663,0,2020,2,0,3,1,7,1,2008,2008,5,2020,9,192,98,0,0,0,0,0,5,2009,12350,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Y,Norm,1Story,Hip,CompShg,Ex,TA,PConc,GasA,1Fam,SBrkr,95.0,2008.0,450.0,1232.0,0.0,788.0,2020.0,1.0,0.0,3.0,896.0,Gd,Unf,Av,Attchd,TA,Ex,GLQ,RFn,AllPub,TA,Stone,WD,Typ,Ex,VinylSd,VinylSd,TA,RL
1663,1664,0,2674,2,1,2,1,8,2,2007,2007,5,2674,10,360,50,0,0,0,0,0,3,2009,13693,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,NridgHt,PosA,Y,PosA,1Story,Hip,CompShg,Ex,TA,PConc,GasA,1Fam,SBrkr,105.0,2007.0,472.0,2288.0,0.0,342.0,2630.0,2.0,0.0,3.0,762.0,Gd,Unf,Gd,Attchd,TA,Ex,GLQ,Fin,AllPub,TA,Stone,WD,Typ,Ex,VinylSd,VinylSd,TA,RL
